Response_ID,Submitted_DateTime,WO_No,Machine_ID,Cell_ID,Checklist_ID,Item_No,Check_Point,Result,Measured_Value,Observation,Photo_Link,Action_Taken,Tech_ID,Follow_Up_Required,Follow_Up_WO
CR-90806,2026-06-28T09:18:00,WO-1040,MC-08-028,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-06,No,
CR-90807,2026-06-28T09:18:00,WO-1040,MC-08-028,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-06,No,
CR-90808,2026-06-28T09:18:00,WO-1040,MC-08-028,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-06,No,
CR-90809,2026-06-28T09:19:00,WO-1040,MC-08-029,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-01,No,
CR-90810,2026-06-28T09:19:00,WO-1040,MC-08-029,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-01,No,
CR-90811,2026-06-28T09:19:00,WO-1040,MC-08-029,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-01,No,
CR-90812,2026-06-28T09:19:00,WO-1040,MC-08-029,CELL-08,CL-GEN,4,Lubrication as per chart,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-08-029_4.jpg,Adjusted and re-verified,TECH-01,Yes,
CR-90813,2026-06-28T09:19:00,WO-1040,MC-08-029,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-01,No,
CR-90814,2026-06-28T09:19:00,WO-1040,MC-08-029,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-01,No,
CR-90815,2026-06-28T10:50:00,WO-1040,MC-08-030,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-04,No,
CR-90816,2026-06-28T10:50:00,WO-1040,MC-08-030,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90817,2026-06-28T10:50:00,WO-1040,MC-08-030,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-04,No,
CR-90818,2026-06-28T10:50:00,WO-1040,MC-08-030,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90819,2026-06-28T10:50:00,WO-1040,MC-08-030,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90820,2026-06-28T10:50:00,WO-1040,MC-08-030,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90821,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-03,No,
CR-90822,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,2,Clutch & brake air pressure,OK,30.5,Within standard,,No action,TECH-03,No,
CR-90823,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,3,Die clamping bolt torque,OK,3.7,Within standard,,No action,TECH-03,No,
CR-90824,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-03,No,
CR-90825,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,5,Flywheel bearing temperature,OK,9.1,Within standard,,No action,TECH-03,No,
CR-90826,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-03,No,
CR-90827,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,7,Air line FRL water drain,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-001_7.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90828,2026-07-07T08:56:00,WO-1041,MC-01-001,CELL-01,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-03,No,
CR-90829,2026-07-07T10:06:00,WO-1041,MC-01-002,CELL-01,CL-FEED,1,Feed roller wear,OK,,Within standard,,No action,TECH-04,No,
CR-90830,2026-07-07T10:06:00,WO-1041,MC-01-002,CELL-01,CL-FEED,2,Servo backlash check,OK,9.2,Within standard,,No action,TECH-04,No,
CR-90831,2026-07-07T10:06:00,WO-1041,MC-01-002,CELL-01,CL-FEED,3,Strip guide alignment,OK,56,Within standard,,No action,TECH-04,No,
CR-90832,2026-07-07T10:06:00,WO-1041,MC-01-002,CELL-01,CL-FEED,4,Lubrication unit level,OK,,Within standard,,No action,TECH-04,No,
CR-90833,2026-07-07T10:35:00,WO-1041,MC-01-003,CELL-01,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90834,2026-07-07T10:35:00,WO-1041,MC-01-003,CELL-01,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-03,No,
CR-90835,2026-07-07T10:35:00,WO-1041,MC-01-003,CELL-01,CL-GEN,3,Guard and interlock function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-003_3.jpg,Adjusted and re-verified,TECH-03,No,
CR-90836,2026-07-07T10:35:00,WO-1041,MC-01-003,CELL-01,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-03,No,
CR-90837,2026-07-07T10:35:00,WO-1041,MC-01-003,CELL-01,CL-GEN,5,Electrical panel inspection,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-003_5.jpg,Adjusted and re-verified,TECH-03,No,
CR-90838,2026-07-07T10:35:00,WO-1041,MC-01-003,CELL-01,CL-GEN,6,Abnormal noise / vibration,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-003_6.jpg,Adjusted and re-verified,TECH-03,No,
CR-90839,2026-07-07T11:54:00,WO-1041,MC-01-004,CELL-01,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-05,No,
CR-90840,2026-07-07T11:54:00,WO-1041,MC-01-004,CELL-01,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-05,No,
CR-90841,2026-07-07T11:54:00,WO-1041,MC-01-004,CELL-01,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-05,No,
CR-90842,2026-07-07T11:54:00,WO-1041,MC-01-004,CELL-01,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-05,No,
CR-90843,2026-07-07T11:54:00,WO-1041,MC-01-004,CELL-01,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-05,No,
CR-90844,2026-07-07T11:54:00,WO-1041,MC-01-004,CELL-01,CL-GEN,6,Abnormal noise / vibration,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-004_6.jpg,Adjusted and re-verified,TECH-05,Yes,
CR-90845,2026-07-10T08:52:00,WO-1042,MC-02-005,CELL-02,CL-WELD,1,Electrode tip dressing condition,OK,,Within standard,,No action,TECH-04,No,
CR-90846,2026-07-10T08:52:00,WO-1042,MC-02-005,CELL-02,CL-WELD,2,Weld current calibration,OK,50.6,Within standard,,No action,TECH-04,No,
CR-90847,2026-07-10T08:52:00,WO-1042,MC-02-005,CELL-02,CL-WELD,3,Cooling water flow rate,OK,9.7,Within standard,,No action,TECH-04,No,
CR-90848,2026-07-10T08:52:00,WO-1042,MC-02-005,CELL-02,CL-WELD,4,Transformer terminal tightness,OK,,Within standard,,No action,TECH-04,No,
CR-90849,2026-07-10T08:52:00,WO-1042,MC-02-005,CELL-02,CL-WELD,5,Pneumatic cylinder leak check,OK,,Within standard,,No action,TECH-04,No,
CR-90850,2026-07-10T08:52:00,WO-1042,MC-02-005,CELL-02,CL-WELD,6,Earth continuity,OK,41.2,Within standard,,No action,TECH-04,No,
CR-90851,2026-07-10T10:40:00,WO-1042,MC-02-006,CELL-02,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-01,No,
CR-90852,2026-07-10T10:40:00,WO-1042,MC-02-006,CELL-02,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-01,No,
CR-90853,2026-07-10T10:40:00,WO-1042,MC-02-006,CELL-02,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-01,No,
CR-90854,2026-07-10T10:40:00,WO-1042,MC-02-006,CELL-02,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-01,No,
CR-90855,2026-07-10T10:40:00,WO-1042,MC-02-006,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-01,No,
CR-90856,2026-07-10T10:40:00,WO-1042,MC-02-006,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-01,No,
CR-90857,2026-07-10T10:20:00,WO-1042,MC-02-007,CELL-02,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90858,2026-07-10T10:20:00,WO-1042,MC-02-007,CELL-02,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-03,No,
CR-90859,2026-07-10T10:20:00,WO-1042,MC-02-007,CELL-02,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-03,No,
CR-90860,2026-07-10T10:20:00,WO-1042,MC-02-007,CELL-02,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-03,No,
CR-90861,2026-07-10T10:20:00,WO-1042,MC-02-007,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-03,No,
CR-90862,2026-07-10T10:20:00,WO-1042,MC-02-007,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-03,No,
CR-90863,2026-07-10T12:42:00,WO-1042,MC-02-008,CELL-02,CL-VISION,1,Camera lens cleanliness,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-008_1.jpg,Adjusted and re-verified,TECH-05,Yes,
CR-90864,2026-07-10T12:42:00,WO-1042,MC-02-008,CELL-02,CL-VISION,2,Lighting intensity,OK,13.2,Within standard,,No action,TECH-05,No,
CR-90865,2026-07-10T12:42:00,WO-1042,MC-02-008,CELL-02,CL-VISION,3,Reject gate actuation,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-008_3.jpg,Adjusted and re-verified,TECH-05,Yes,
CR-90866,2026-07-10T12:42:00,WO-1042,MC-02-008,CELL-02,CL-VISION,4,Master sample pass/fail check,OK,,Within standard,,No action,TECH-05,No,
CR-90867,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-06,No,
CR-90868,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,12.3,Within standard,,No action,TECH-06,No,
CR-90869,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,15.5,Within standard,,No action,TECH-06,No,
CR-90870,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-06,No,
CR-90871,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,33.9,Within standard,,No action,TECH-06,No,
CR-90872,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-06,No,
CR-90873,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-06,No,
CR-90874,2026-07-24T09:40:00,WO-1043,MC-03-009,CELL-03,CL-PRESS,8,Emergency stop function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-009_8.jpg,Adjusted and re-verified,TECH-06,Yes,
CR-90875,2026-07-24T10:00:00,WO-1043,MC-03-010,CELL-03,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90876,2026-07-24T10:00:00,WO-1043,MC-03-010,CELL-03,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-03,No,
CR-90877,2026-07-24T10:00:00,WO-1043,MC-03-010,CELL-03,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-03,No,
CR-90878,2026-07-24T10:00:00,WO-1043,MC-03-010,CELL-03,CL-GEN,4,Lubrication as per chart,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-010_4.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90879,2026-07-24T10:00:00,WO-1043,MC-03-010,CELL-03,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-03,No,
CR-90880,2026-07-24T10:00:00,WO-1043,MC-03-010,CELL-03,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-03,No,
CR-90881,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-03,No,
CR-90882,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,53.8,Within standard,,No action,TECH-03,No,
CR-90883,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,24.3,Within standard,,No action,TECH-03,No,
CR-90884,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-03,No,
CR-90885,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,21.4,Within standard,,No action,TECH-03,No,
CR-90886,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-03,No,
CR-90887,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,7,Air line FRL water drain,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-011_7.jpg,Adjusted and re-verified,TECH-03,No,
CR-90888,2026-07-24T11:51:00,WO-1043,MC-03-011,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-03,No,
CR-90889,2026-07-24T10:58:00,WO-1043,MC-03-012,CELL-03,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-02,No,
CR-90890,2026-07-24T10:58:00,WO-1043,MC-03-012,CELL-03,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-02,No,
CR-90891,2026-07-24T10:58:00,WO-1043,MC-03-012,CELL-03,CL-TEST,3,Reference standard verification,OK,21.4,Within standard,,No action,TECH-02,No,
CR-90892,2026-07-24T10:58:00,WO-1043,MC-03-012,CELL-03,CL-TEST,4,Earthing of test bench,OK,27.1,Within standard,,No action,TECH-02,No,
CR-90893,2026-07-24T10:58:00,WO-1043,MC-03-012,CELL-03,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-02,No,
CR-90894,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-05,No,
CR-90895,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-05,No,
CR-90896,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,3,Filling nozzle wear,OK,14.3,Within standard,,No action,TECH-05,No,
CR-90897,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,4,Compaction cycle time,OK,14.7,Within standard,,No action,TECH-05,No,
CR-90898,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,5,Dust extraction suction,OK,6.9,Within standard,,No action,TECH-05,No,
CR-90899,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-05,No,
CR-90900,2026-07-30T08:21:00,WO-1044,MC-04-013,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-05,No,
CR-90901,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-03,No,
CR-90902,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-03,No,
CR-90903,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,3,Filling nozzle wear,OK,1.3,Within standard,,No action,TECH-03,No,
CR-90904,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,4,Compaction cycle time,OK,33.5,Within standard,,No action,TECH-03,No,
CR-90905,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,5,Dust extraction suction,OK,55.8,Within standard,,No action,TECH-03,No,
CR-90906,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-03,No,
CR-90907,2026-07-30T10:20:00,WO-1044,MC-04-014,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-03,No,
CR-90908,2026-07-30T12:08:00,WO-1044,MC-04-015,CELL-04,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-04,No,
CR-90909,2026-07-30T12:08:00,WO-1044,MC-04-015,CELL-04,CL-OVEN,2,Steam trap operation,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-015_2.jpg,Adjusted and re-verified,TECH-04,No,
CR-90910,2026-07-30T12:08:00,WO-1044,MC-04-015,CELL-04,CL-OVEN,3,Temperature sensor calibration,OK,17.9,Within standard,,No action,TECH-04,No,
CR-90911,2026-07-30T12:08:00,WO-1044,MC-04-015,CELL-04,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-04,No,
CR-90912,2026-07-30T12:08:00,WO-1044,MC-04-015,CELL-04,CL-OVEN,5,Insulation surface temperature,OK,17.8,Within standard,,No action,TECH-04,No,
CR-90913,2026-07-30T12:08:00,WO-1044,MC-04-015,CELL-04,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-04,No,
CR-90914,2026-07-30T11:35:00,WO-1044,MC-04-016,CELL-04,CL-UTIL,1,Motor current draw,NOT OK,54.9,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-016_1.jpg,Adjusted and re-verified,TECH-01,Yes,
CR-90915,2026-07-30T11:35:00,WO-1044,MC-04-016,CELL-04,CL-UTIL,2,Vibration level at bearing,OK,53.1,Within standard,,No action,TECH-01,No,
CR-90916,2026-07-30T11:35:00,WO-1044,MC-04-016,CELL-04,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-01,No,
CR-90917,2026-07-30T11:35:00,WO-1044,MC-04-016,CELL-04,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-01,No,
CR-90918,2026-07-30T11:35:00,WO-1044,MC-04-016,CELL-04,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-01,No,
CR-90919,2026-08-02T08:51:00,WO-1045,MC-05-017,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-03,No,
CR-90920,2026-08-02T08:51:00,WO-1045,MC-05-017,CELL-05,CL-OVEN,2,Steam trap operation,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-017_2.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90921,2026-08-02T08:51:00,WO-1045,MC-05-017,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,48.7,Within standard,,No action,TECH-03,No,
CR-90922,2026-08-02T08:51:00,WO-1045,MC-05-017,CELL-05,CL-OVEN,4,Safety relief valve test,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-017_4.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90923,2026-08-02T08:51:00,WO-1045,MC-05-017,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,44.1,Within standard,,No action,TECH-03,No,
CR-90924,2026-08-02T08:51:00,WO-1045,MC-05-017,CELL-05,CL-OVEN,6,Condensate drain line,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-017_6.jpg,Adjusted and re-verified,TECH-03,No,
CR-90925,2026-08-02T08:47:00,WO-1045,MC-05-018,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-06,No,
CR-90926,2026-08-02T08:47:00,WO-1045,MC-05-018,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-06,No,
CR-90927,2026-08-02T08:47:00,WO-1045,MC-05-018,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,40.8,Within standard,,No action,TECH-06,No,
CR-90928,2026-08-02T08:47:00,WO-1045,MC-05-018,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-06,No,
CR-90929,2026-08-02T08:47:00,WO-1045,MC-05-018,CELL-05,CL-OVEN,5,Insulation surface temperature,NOT OK,12.4,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-018_5.jpg,Adjusted and re-verified,TECH-06,No,
CR-90930,2026-08-02T08:47:00,WO-1045,MC-05-018,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-06,No,
CR-90931,2026-08-02T11:45:00,WO-1045,MC-05-019,CELL-05,CL-UTIL,1,Motor current draw,OK,24.6,Within standard,,No action,TECH-06,No,
CR-90932,2026-08-02T11:45:00,WO-1045,MC-05-019,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,6.6,Within standard,,No action,TECH-06,No,
CR-90933,2026-08-02T11:45:00,WO-1045,MC-05-019,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-06,No,
CR-90934,2026-08-02T11:45:00,WO-1045,MC-05-019,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-06,No,
CR-90935,2026-08-02T11:45:00,WO-1045,MC-05-019,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-06,No,
CR-90936,2026-08-02T11:46:00,WO-1045,MC-05-020,CELL-05,CL-UTIL,1,Motor current draw,OK,27.4,Within standard,,No action,TECH-02,No,
CR-90937,2026-08-02T11:46:00,WO-1045,MC-05-020,CELL-05,CL-UTIL,2,Vibration level at bearing,NOT OK,16.8,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-020_2.jpg,Adjusted and re-verified,TECH-02,Yes,
CR-90938,2026-08-02T11:46:00,WO-1045,MC-05-020,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-02,No,
CR-90939,2026-08-02T11:46:00,WO-1045,MC-05-020,CELL-05,CL-UTIL,4,Panel cleanliness and glands,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-020_4.jpg,Adjusted and re-verified,TECH-02,No,
CR-90940,2026-08-02T11:46:00,WO-1045,MC-05-020,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-02,No,
CR-90941,2026-08-09T09:58:00,WO-1046,MC-06-021,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-05,No,
CR-90942,2026-08-09T09:58:00,WO-1046,MC-06-021,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-05,No,
CR-90943,2026-08-09T09:58:00,WO-1046,MC-06-021,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-05,No,
CR-90944,2026-08-09T09:58:00,WO-1046,MC-06-021,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-05,No,
CR-90945,2026-08-09T09:58:00,WO-1046,MC-06-021,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-05,No,
CR-90946,2026-08-09T09:58:00,WO-1046,MC-06-021,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-05,No,
CR-90947,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-03,No,
CR-90948,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,2,Clutch & brake air pressure,OK,29.2,Within standard,,No action,TECH-03,No,
CR-90949,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,3,Die clamping bolt torque,OK,27.8,Within standard,,No action,TECH-03,No,
CR-90950,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-03,No,
CR-90951,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,5,Flywheel bearing temperature,OK,59.3,Within standard,,No action,TECH-03,No,
CR-90952,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-03,No,
CR-90953,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-03,No,
CR-90954,2026-08-09T10:16:00,WO-1046,MC-06-022,CELL-06,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-03,No,
CR-90955,2026-08-09T11:30:00,WO-1046,MC-06-023,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90956,2026-08-09T11:30:00,WO-1046,MC-06-023,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-03,No,
CR-90957,2026-08-09T11:30:00,WO-1046,MC-06-023,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-03,No,
CR-90958,2026-08-09T11:30:00,WO-1046,MC-06-023,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-03,No,
CR-90959,2026-08-09T11:30:00,WO-1046,MC-06-023,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-03,No,
CR-90960,2026-08-09T11:30:00,WO-1046,MC-06-023,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-03,No,
CR-90961,2026-08-09T13:02:00,WO-1046,MC-06-024,CELL-06,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-05,No,
CR-90962,2026-08-09T13:02:00,WO-1046,MC-06-024,CELL-06,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-05,No,
